category_id,DefectClass,Filename,X0,Y0,X1,Y1,Border,CamNo,Side,Field
7,161,3CAL_00015311_03_000563.jpg,1651,474,1666,479,1853,3,0,0
7,161,3CAL_00015311_03_000563.jpg,1645,63,1665,300,1853,3,0,0
7,161,3CAL_00014493_06_011657.jpg,313,0,456,395,0,6,0,1
7,161,3CAL_00014493_05_011673.jpg,935,509,1614,1000,930,5,0,1
7,161,3CAL_00014493_05_011662.jpg,1487,10,1729,369,932,5,0,1
7,161,3CAL_00014493_07_011671.jpg,991,0,1335,470,0,7,0,1
7,161,3CAL_00015311_03_000562.jpg,1647,745,1663,991,1853,3,0,0
8,170,3CAL_00018615_07_004058.jpg,61,189,88,217,0,7,0,1
20,290,3CAL_00016659_06_000037.jpg,1160,40,1208,235,357,6,0,1
20,290,3CAL_00016659_06_000037.jpg,355,205,373,334,357,6,0,1
21,420,3CAL_00016505_08_000449.jpg,166,569,189,881,0,8,0,1
11,210,3CAL_00006521_03_001316.jpg,973,74,979,103,2033,3,0,0
11,210,3CAL_00006521_07_001319.jpg,965,602,989,627,2047,7,0,1
11,210,3CAL_00006521_07_001323.jpg,1706,853,1785,1000,2047,7,0,1
11,210,3CAL_00006521_07_001324.jpg,1706,0,1782,41,2047,7,0,1
11,210,3CAL_00006521_07_001328.jpg,1710,743,1787,968,2047,7,0,1
11,210,3CAL_00006521_07_001333.jpg,1703,602,1785,882,2047,7,0,1
11,210,3CAL_00006521_07_001330.jpg,1702,292,1785,467,2047,7,0,1
11,210,3CAL_00006521_07_001335.jpg,1711,171,1782,345,2047,7,0,1
19,280,3CAL_00016548_06_021766.jpg,938,135,950,182,134,6,0,1
4,120,3CAL_00017791_06_000063.jpg,1055,177,1086,224,0,6,0,1
20,290,3CAL_00016454_05_002644.jpg,1236,834,1258,862,0,5,0,1
20,290,3CAL_00015048_08_004975.jpg,504,0,586,1000,574,8,0,1
20,290,3CAL_00014747_08_002747.jpg,409,692,434,755,429,8,0,1
1,3,3CAL_00006521_07_003196.jpg,1530,932,1543,945,2047,7,0,1
20,290,3CAL_00018593_06_000035.jpg,191,0,228,1000,203,6,0,1
1,3,3CAL_00006521_07_003453.jpg,1324,507,1335,519,2047,7,0,1
#N/A,7,3CAL_00006728_04_002797.jpg,334,14,341,173,403,4,0,0
1,3,3CAL_00006521_07_003456.jpg,1656,197,1671,211,2047,7,0,1
7,161,3CAL_00015204_02_000719.jpg,1679,182,1696,324,0,2,0,0
22,430,3CAL_00016099_07_000054.jpg,1603,510,1653,802,1653,7,0,1
19,280,3CAL_00016550_06_026539.jpg,1911,319,1923,348,137,6,0,1
1,3,3CAL_00006521_06_003832.jpg,1086,13,1097,28,0,6,0,1
1,3,3CAL_00006521_06_004069.jpg,808,134,821,151,0,6,0,1
#N/A,440,3CAL_00015202_04_002189.jpg,475,453,476,467,577,4,0,0
4,120,3CAL_00015261_01_012098.jpg,1583,182,1600,246,868,1,0,0
4,120,3CAL_00012727_03_001135.jpg,1904,902,1921,998,0,3,0,0
8,170,3CAL_00019036_06_002816.jpg,144,257,167,283,0,6,0,1
10,200,3CAL_00002124_06_009507.jpg,291,0,609,1000,0,6,0,1
#N/A,7,3CAL_00006728_04_001322.jpg,304,967,315,999,403,4,0,0
1,3,3CAL_00006521_06_006817.jpg,1694,650,1706,664,0,6,0,1
#N/A,7,3CAL_00015269_04_000101.jpg,1071,386,1088,512,1121,4,0,0
3,110,3CAL_00016928_06_007742.jpg,1478,0,1501,1000,0,6,0,1
9,190,3CAL_00016670_06_000057.jpg,1359,84,1397,999,0,6,0,1
11,210,3CAL_00006521_02_009220.jpg,293,894,300,930,0,2,0,0
11,210,3CAL_00006521_06_009224.jpg,277,434,302,465,0,6,0,1
19,280,3CAL_00006521_07_009241.jpg,500,933,514,961,2047,7,0,1
11,210,3CAL_00006521_01_009852.jpg,1969,215,1984,253,1842,1,0,0
11,210,3CAL_00006521_05_009855.jpg,1973,761,2004,808,1841,5,0,1
11,210,3CAL_00006521_05_009860.jpg,1974,630,2005,710,1841,5,0,1
11,210,3CAL_00006521_05_009865.jpg,1972,521,2003,564,1842,5,0,1
#N/A,7,3CAL_00006727_04_007859.jpg,335,56,340,97,403,4,0,0
1,3,3CAL_00006521_06_010259.jpg,327,387,340,400,0,6,0,1
1,3,3CAL_00006521_06_011167.jpg,435,838,448,852,0,6,0,1
#N/A,7,3CAL_00015269_04_000100.jpg,1083,700,1090,724,1121,4,0,0
#N/A,7,3CAL_00015269_04_000099.jpg,1076,982,1086,999,1121,4,0,0
10,200,3CAL_00001824_03_003878.jpg,1440,488,1560,640,0,3,0,0
10,200,3CAL_00002124_06_009508.jpg,349,0,625,714,0,6,0,1
10,200,3CAL_00002124_06_009505.jpg,305,0,700,1000,0,6,0,1
#N/A,7,3CAL_00006727_04_005826.jpg,335,99,340,140,403,4,0,0
18,271,3CAL_00006521_06_012930.jpg,1104,421,1120,1000,0,6,0,1
16,261,3CAL_00006522_01_000002.jpg,1882,470,1894,484,1844,1,0,0
16,261,3CAL_00006522_01_000002.jpg,1904,472,2047,526,1844,1,0,0
10,200,3CAL_00002124_06_009506.jpg,253,0,592,1000,0,6,0,1
19,280,3CAL_00016564_05_000004.jpg,1834,256,1847,281,1442,5,0,1
4,120,3CAL_00018569_05_000318.jpg,1819,172,1851,249,1727,5,0,1
10,200,3CAL_00002124_06_009503.jpg,509,0,849,1000,0,6,0,1
10,200,3CAL_00002124_06_009504.jpg,363,0,777,1000,0,6,0,1
#N/A,7,3CAL_00015269_04_000054.jpg,1084,221,1088,253,1120,4,0,0
#N/A,7,3CAL_00015269_04_000045.jpg,1066,67,1084,214,1115,4,0,0
10,200,3CAL_00002124_06_009501.jpg,650,0,979,1000,0,6,0,1
10,200,3CAL_00002124_06_009502.jpg,583,0,955,1000,0,6,0,1
7,161,3CAL_00014493_07_011652.jpg,1012,87,1408,284,0,7,0,1
7,161,3CAL_00014493_08_000305.jpg,439,747,742,896,1053,8,0,1
7,161,3CAL_00014493_07_011653.jpg,1004,657,1399,829,0,7,0,1
11,210,3CAL_00006522_06_000952.jpg,933,599,968,666,71,6,0,1
11,210,3CAL_00006522_06_000957.jpg,930,487,971,579,71,6,0,1
19,280,3CAL_00006522_07_001700.jpg,944,449,954,480,1943,7,0,1
#N/A,7,3CAL_00015269_04_000040.jpg,1065,178,1088,373,1115,4,0,0
19,280,3CAL_00006522_07_002201.jpg,1602,345,1616,377,1945,7,0,1
4,120,3CAL_00017135_06_012059.jpg,1130,0,1167,1000,0,6,0,1
10,200,3CAL_00002124_06_009500.jpg,654,0,1011,1000,0,6,0,1
10,200,3CAL_00002124_06_009456.jpg,331,0,569,1000,0,6,0,1
1,3,3CAL_00006522_07_002517.jpg,330,221,343,233,1945,7,0,1
1,3,3CAL_00006522_07_008619.jpg,1690,747,1702,760,1945,7,0,1
8,170,3CAL_00018263_06_000183.jpg,1649,704,1674,730,0,6,0,1
10,200,3CAL_00002124_06_009454.jpg,393,0,643,1000,0,6,0,1
4,120,3CAL_00018569_05_000855.jpg,1831,657,1869,750,1728,5,0,1
4,120,3CAL_00018505_08_000003.jpg,493,454,547,663,655,8,0,1
8,170,3CAL_00018615_06_006816.jpg,1906,479,1936,514,0,6,0,1
4,120,3CAL_00018306_06_009745.jpg,958,0,1168,185,199,6,0,1
8,170,3CAL_00018615_07_006816.jpg,25,467,59,507,0,7,0,1
10,200,3CAL_00002124_06_009455.jpg,353,0,537,1000,0,6,0,1
9,190,3CAL_00016682_06_000008.jpg,1822,480,1844,746,0,6,0,1
20,290,3CAL_00016674_07_004406.jpg,2001,0,2029,1000,2025,7,0,1
12,220,3CAL_00006522_07_009309.jpg,1640,205,1670,253,1943,7,0,1
1,3,3CAL_00006522_07_010181.jpg,1699,489,1712,502,1944,7,0,1
1,3,3CAL_00006522_07_010515.jpg,1611,755,1621,768,1943,7,0,1
#N/A,7,3CAL_00006726_04_001285.jpg,354,967,375,999,403,4,0,0
16,261,3CAL_00006523_03_000002.jpg,1904,931,1912,945,1932,3,0,0
16,261,3CAL_00006523_03_000002.jpg,0,927,1789,963,1911,3,0,0
16,261,3CAL_00006523_05_000006.jpg,1908,443,2048,525,1926,5,0,1
#N/A,7,3CAL_00006725_04_002208.jpg,353,967,368,999,403,4,0,0
16,261,3CAL_00006523_07_000006.jpg,0,414,1961,554,1927,7,0,1
16,261,3CAL_00006523_06_000006.jpg,30,413,2048,556,52,6,0,1
10,200,3CAL_00002124_06_009453.jpg,472,0,726,1000,0,6,0,1
15,260,3CAL_00006523_07_000006.jpg,0,117,31,183,1927,7,0,1
15,260,3CAL_00006527_06_000007.jpg,1854,596,1913,677,122,6,0,1
7,161,3CAL_00014493_07_011659.jpg,995,768,1408,946,0,7,0,1
18,271,3CAL_00015648_07_009910.jpg,1837,0,1865,672,0,7,0,1
16,261,3CAL_00015651_07_000006.jpg,0,665,2048,807,0,7,0,1
9,190,3CAL_00016670_06_000207.jpg,1326,158,1380,1000,0,6,0,1
1,3,3CAL_00006523_06_003960.jpg,1094,504,1103,514,70,6,0,1
#N/A,294,3CAL_00015269_01_007603.jpg,961,29,964,183,861,1,0,0
7,161,3CAL_00018470_08_000007.jpg,622,644,660,849,690,8,0,1
#N/A,7,3CAL_00015269_04_000008.jpg,1062,277,1080,375,1115,4,0,0
4,120,3CAL_00017100_06_012271.jpg,1023,0,1100,455,130,6,0,1
#N/A,7,3CAL_00006725_04_001153.jpg,353,463,377,661,403,4,0,0
20,290,3CAL_00006331_06_000359.jpg,1719,276,2048,1000,0,6,0,1
21,420,3CAL_00009638_05_005406.jpg,1943,646,1969,687,1433,5,0,1
#N/A,7,3CAL_00015269_04_000008.jpg,1063,760,1079,875,1115,4,0,0
4,120,3CAL_00015269_01_000009.jpg,891,481,917,634,852,1,0,0
9,190,3CAL_00016670_07_000229.jpg,0,0,469,1000,0,7,0,1
9,190,3CAL_00016670_07_000234.jpg,0,0,451,1000,0,7,0,1
11,210,3CAL_00006525_02_000187.jpg,881,702,907,752,132,2,0,0
9,190,3CAL_00016670_07_000237.jpg,0,0,471,1000,0,7,0,1
8,170,3CAL_00018554_07_004347.jpg,1391,801,1413,825,0,7,0,1
11,210,3CAL_00006525_02_000191.jpg,1240,764,1250,802,131,2,0,0
20,290,3CAL_00006525_02_000407.jpg,798,818,901,995,132,2,0,0
9,190,3CAL_00016670_07_000238.jpg,0,0,473,1000,0,7,0,1
9,190,3CAL_00016670_07_000239.jpg,0,0,474,1000,0,7,0,1
20,290,3CAL_00006525_06_000411.jpg,776,338,895,657,132,6,0,1
11,210,3CAL_00006525_02_000485.jpg,1925,798,1935,828,131,2,0,0
9,190,3CAL_00016670_07_000241.jpg,0,0,471,1000,0,7,0,1
9,190,3CAL_00016670_07_000065.jpg,0,0,505,1000,0,7,0,1
11,210,3CAL_00006525_02_001488.jpg,1964,917,1975,944,131,2,0,0
9,190,3CAL_00016670_06_000289.jpg,1349,0,1445,936,0,6,0,1
9,190,3CAL_00016670_07_000372.jpg,0,0,147,1000,0,7,0,1
9,190,3CAL_00016670_07_000447.jpg,0,0,463,1000,0,7,0,1
11,210,3CAL_00006525_02_002110.jpg,641,45,660,84,131,2,0,0
9,190,3CAL_00016670_07_000450.jpg,0,0,445,999,0,7,0,1
9,190,3CAL_00016670_07_000480.jpg,0,0,155,1000,0,7,0,1
9,190,3CAL_00016670_07_001499.jpg,0,0,544,1000,0,7,0,1
11,210,3CAL_00006525_02_002114.jpg,641,927,660,976,131,2,0,0
9,190,3CAL_00016670_07_001495.jpg,0,0,542,1000,0,7,0,1
9,190,3CAL_00016670_07_000150.jpg,0,0,453,1000,0,7,0,1
8,170,3CAL_00018619_06_001648.jpg,773,483,802,518,0,6,0,1
12,220,3CAL_00006525_06_003305.jpg,647,753,670,849,131,6,0,1
11,210,3CAL_00006525_02_004712.jpg,1438,390,1455,424,131,2,0,0
9,190,3CAL_00016670_07_000114.jpg,0,0,449,1000,55,7,0,1
9,190,3CAL_00016670_06_000163.jpg,1320,0,1360,760,0,6,0,1
4,120,3CAL_00006527_03_012092.jpg,139,684,176,984,1831,3,0,0
4,120,3CAL_00009582_07_006090.jpg,1812,693,1837,878,1979,7,0,1
4,120,3CAL_00009943_06_000310.jpg,1028,356,1059,467,0,6,0,1
4,120,3CAL_00015296_03_010722.jpg,917,48,972,278,0,3,0,0
#N/A,5,3CAL_00010219_03_000020.jpg,686,825,689,833,0,3,0,0
4,120,3CAL_00010531_06_015019.jpg,1858,0,1915,619,205,6,0,1
#N/A,7,3CAL_00015301_04_000014.jpg,221,40,239,112,260,4,0,0
4,120,3CAL_00018903_05_011923.jpg,1890,99,1973,156,1832,5,0,1
7,161,3CAL_00006527_07_012094.jpg,38,0,134,784,1845,7,0,1
7,161,3CAL_00009614_07_000166.jpg,1102,0,1934,522,0,7,0,1
4,120,3CAL_00018935_06_017613.jpg,1618,266,1747,622,0,6,0,1
7,161,3CAL_00009614_07_000195.jpg,906,41,1876,584,0,7,0,1
#N/A,5,3CAL_00010219_03_000020.jpg,1042,797,1073,893,0,3,0,0
#N/A,7,3CAL_00015301_01_000062.jpg,1754,0,1764,999,1734,1,0,0
20,290,3CAL_00017928_08_001087.jpg,752,0,784,1000,778,8,0,1
7,161,3CAL_00009614_07_000224.jpg,1053,401,1802,1000,0,7,0,1
#N/A,7,3CAL_00012372_04_004137.jpg,94,624,98,627,229,4,0,0
10,200,3CAL_00016852_06_000014.jpg,1651,0,2048,1000,146,6,0,1
20,290,3CAL_00014747_08_001214.jpg,401,40,436,102,429,8,0,1
20,290,3CAL_00014747_05_000742.jpg,1577,16,1597,181,1574,5,0,1
12,220,3CAL_00006527_06_012803.jpg,1167,426,1211,476,167,6,0,1
19,280,3CAL_00006527_06_013950.jpg,368,590,380,627,168,6,0,1
19,280,3CAL_00006527_06_013950.jpg,595,481,605,515,168,6,0,1
8,170,3CAL_00018170_06_000081.jpg,698,232,725,258,0,6,0,1
7,161,3CAL_00006527_07_014124.jpg,40,0,211,479,1844,7,0,1
19,280,3CAL_00016573_06_005954.jpg,1817,295,1832,343,0,6,0,1
19,280,3CAL_00016609_05_005449.jpg,1969,631,1979,657,1788,5,0,1
#N/A,7,3CAL_00006725_04_001142.jpg,353,355,373,472,403,4,0,0
7,161,3CAL_00006527_06_014124.jpg,897,0,2048,490,167,6,0,1
20,290,3CAL_00006527_06_014509.jpg,227,61,1457,1000,167,6,0,1
7,161,3CAL_00008276_06_000003.jpg,1613,0,1784,163,0,6,0,1
5,130,3CAL_00008278_08_012106.jpg,616,663,636,807,666,8,0,1
7,161,3CAL_00008395_06_000048.jpg,1337,804,1740,967,0,6,0,1
11,210,3CAL_00006527_06_014511.jpg,1202,38,1224,63,167,6,0,1
11,210,3CAL_00006527_06_014511.jpg,868,196,884,220,167,6,0,1
18,271,3CAL_00006578_06_019637.jpg,1083,367,1098,1000,0,6,0,1
18,271,3CAL_00006578_06_019638.jpg,1084,0,1100,494,0,6,0,1
#N/A,7,3CAL_00006725_04_001120.jpg,352,166,373,238,403,4,0,0
#N/A,7,3CAL_00006725_04_001109.jpg,352,58,373,148,403,4,0,0
#N/A,7,3CAL_00006725_04_000998.jpg,351,0,375,256,403,4,0,0
16,261,3CAL_00006579_06_000006.jpg,0,0,2048,84,0,6,0,1
9,190,3CAL_00018612_06_002633.jpg,1775,0,1791,1000,0,6,0,1
#N/A,7,3CAL_00006725_04_000987.jpg,353,58,372,130,403,4,0,0
4,120,3CAL_00006740_01_008724.jpg,1741,0,1762,841,1721,1,0,0
11,210,3CAL_00006579_06_000314.jpg,966,760,1011,828,0,6,0,1
11,210,3CAL_00006579_05_000617.jpg,1691,904,1727,961,1593,5,0,1
11,210,3CAL_00006579_05_000622.jpg,1688,830,1726,884,1593,5,0,1
11,210,3CAL_00006579_07_000631.jpg,1193,200,1227,236,0,7,0,1
11,210,3CAL_00006579_07_000633.jpg,259,221,293,257,0,7,0,1
11,210,3CAL_00006579_07_000636.jpg,1196,81,1224,136,0,7,0,1
11,210,3CAL_00006579_07_000636.jpg,684,855,763,999,0,7,0,1
18,271,3CAL_00017910_06_009996.jpg,1185,759,1205,1000,0,6,0,1
1,3,3CAL_00012643_07_009720.jpg,1377,536,1393,553,0,7,0,1
20,290,3CAL_00012643_07_009723.jpg,1789,404,2048,1000,0,7,0,1
21,420,3CAL_00012643_07_009723.jpg,1537,518,1587,579,0,7,0,1
1,3,3CAL_00012651_07_000027.jpg,10,480,25,493,0,7,0,1
11,210,3CAL_00006579_07_009151.jpg,1232,621,1349,828,0,7,0,1
11,210,3CAL_00006579_07_009156.jpg,1235,508,1360,708,0,7,0,1
11,210,3CAL_00006579_07_009161.jpg,1233,393,1344,626,0,7,0,1
4,120,3CAL_00018939_06_000504.jpg,1665,305,1738,615,0,6,0,1
15,260,3CAL_00016794_06_000006.jpg,1936,736,1992,792,0,6,0,1
4,120,3CAL_00018939_05_001256.jpg,1847,156,1893,316,1631,5,0,1
4,120,3CAL_00006740_01_008722.jpg,1741,0,1766,999,1721,1,0,0
11,210,3CAL_00006585_07_012656.jpg,572,381,620,502,0,7,0,1
11,210,3CAL_00006585_07_012656.jpg,1646,68,1675,136,0,7,0,1
11,210,3CAL_00006579_08_010520.jpg,269,519,304,598,421,8,0,1
11,210,3CAL_00006579_08_010526.jpg,267,939,301,980,421,8,0,1
15,260,3CAL_00016792_07_000005.jpg,41,668,97,724,0,7,0,1
8,170,3CAL_00018518_07_003412.jpg,1988,194,2008,223,0,7,0,1
11,210,3CAL_00006579_05_010915.jpg,1857,394,1887,431,1593,5,0,1
15,260,3CAL_00016791_06_000005.jpg,1846,424,1902,480,0,6,0,1
15,260,3CAL_00016790_07_000006.jpg,44,357,100,413,0,7,0,1
4,120,3CAL_00006740_01_008722.jpg,1720,462,1739,481,1721,1,0,0
11,210,3CAL_00006579_05_012196.jpg,1748,263,1782,306,1593,5,0,1
11,210,3CAL_00006579_05_012201.jpg,1745,141,1784,184,1592,5,0,1
11,210,3CAL_00006579_08_012242.jpg,113,715,152,755,420,8,0,1
15,260,3CAL_00016790_06_000006.jpg,1921,366,1977,422,0,6,0,1
11,210,3CAL_00006579_08_012247.jpg,116,588,152,669,420,8,0,1
11,210,3CAL_00006579_05_012559.jpg,1850,227,1884,262,1593,5,0,1
19,280,3CAL_00016626_07_000171.jpg,1186,385,1196,411,1970,7,0,1
#N/A,7,3CAL_00015301_01_000061.jpg,1754,0,1764,999,1734,1,0,0
#N/A,7,3CAL_00015301_01_000060.jpg,1754,0,1765,999,1734,1,0,0
#N/A,7,3CAL_00015301_01_000059.jpg,1754,13,1765,999,1734,1,0,0
19,280,3CAL_00016644_07_000429.jpg,88,830,100,857,1799,7,0,1
#N/A,7,3CAL_00015301_04_000503.jpg,233,0,240,940,260,4,0,0
20,290,3CAL_00016495_07_004515.jpg,1982,517,2048,1000,0,7,0,1
4,120,3CAL_00017100_06_012261.jpg,1013,0,1112,1000,130,6,0,1
5,130,3CAL_00014493_08_001220.jpg,1000,684,1020,1000,1053,8,0,1
#N/A,7,3CAL_00015301_04_000501.jpg,234,967,240,999,260,4,0,0
5,130,3CAL_00015301_01_003070.jpg,1800,795,1806,850,1764,1,0,0
5,130,3CAL_00015301_01_003062.jpg,1805,202,1811,436,1762,1,0,0
5,130,3CAL_00014493_08_003999.jpg,1003,135,1025,1000,1053,8,0,1
5,130,3CAL_00016800_08_001444.jpg,396,630,415,970,465,8,0,1
4,120,3CAL_00017100_06_012260.jpg,1013,0,1137,1000,130,6,0,1
4,120,3CAL_00017055_06_001631.jpg,1119,5,1247,1000,0,6,0,1
6,160,3CAL_00006579_06_022133.jpg,86,437,2048,506,0,6,0,1
8,170,3CAL_00018569_06_000196.jpg,1522,467,1544,495,0,6,0,1
4,120,3CAL_00018852_06_008364.jpg,1505,716,1635,999,0,6,0,1
4,120,3CAL_00018852_06_008365.jpg,1523,0,1665,336,0,6,0,1
1,3,3CAL_00006580_02_000006.jpg,1618,212,1622,216,0,2,0,0
7,161,3CAL_00006580_07_000039.jpg,118,0,597,588,0,7,0,1
4,120,3CAL_00011101_07_007441.jpg,1012,0,1083,1000,0,7,0,1
3,110,3CAL_00016880_05_002656.jpg,1835,583,1851,919,1421,5,0,1
1,3,3CAL_00006580_06_000355.jpg,1705,611,1718,625,0,6,0,1
5,130,3CAL_00015301_01_002192.jpg,1796,634,1803,902,1765,1,0,0
8,170,3CAL_00018518_08_003412.jpg,100,198,127,225,566,8,0,1
8,170,3CAL_00019033_07_003780.jpg,1722,903,1753,939,0,7,0,1
1,3,3CAL_00006580_06_000378.jpg,1819,435,1832,451,0,6,0,1
7,161,3CAL_00015651_06_000282.jpg,1318,298,1820,397,0,6,0,1
8,170,3CAL_00018177_07_001025.jpg,1210,343,1233,365,0,7,0,1
4,120,3CAL_00015760_07_007589.jpg,683,0,724,498,2045,7,0,1
4,120,3CAL_00015760_07_007588.jpg,669,0,723,1000,2045,7,0,1
12,220,3CAL_00015760_07_014320.jpg,429,46,768,455,2045,7,0,1
4,120,3CAL_00015760_07_007607.jpg,651,0,711,790,2046,7,0,1
15,260,3CAL_00016787_06_000005.jpg,1868,930,1924,986,0,6,0,1
8,170,3CAL_00018303_07_000280.jpg,372,229,392,253,1803,7,0,1
8,170,3CAL_00019023_06_004413.jpg,858,284,882,312,0,6,0,1
4,120,3CAL_00006881_03_007272.jpg,425,785,443,887,0,3,0,0
19,280,3CAL_00016810_06_013793.jpg,1710,473,1724,503,0,6,0,1
8,170,3CAL_00006827_02_005748.jpg,1321,757,1326,805,0,2,0,0
6,160,3CAL_00006584_01_024189.jpg,1936,118,2047,127,1647,1,0,0
6,160,3CAL_00006584_04_024189.jpg,233,109,305,143,365,4,0,0
6,160,3CAL_00006584_06_024189.jpg,80,257,2042,324,0,6,0,1
6,160,3CAL_00006584_07_024189.jpg,0,237,2048,305,0,7,0,1
20,290,3CAL_00006330_07_000004.jpg,0,0,220,665,0,7,0,1
5,130,3CAL_00008502_08_021659.jpg,735,0,757,457,814,8,0,1
19,280,3CAL_00006289_05_000001.jpg,1540,681,1555,701,1235,5,0,1
